customer_id,avg_monthly_credits,salary_consistency,cash_withdrawal_ratio,monthly_transaction_count
CUS107765,59100,0.902,0.076,19
CUS107766,32100,1.0,0.033,22
CUS107767,139800,1.0,0.127,19
CUS107768,93300,0.979,0.22,17
CUS107769,70700,0.79,0.07,19
CUS107770,133700,0.963,0.018,15
CUS107771,98100,0.879,0.186,21
CUS107772,49600,0.941,0.31,28
CUS107773,107100,0.936,0.327,14
CUS107774,187600,0.847,0.065,15
CUS107775,80600,0.937,0.158,22
CUS107776,76000,0.924,0.222,15
CUS107777,89100,1.0,0.124,19
CUS107778,45700,0.92,0.095,17
CUS107779,97000,0.929,0.064,16
CUS107780,55400,0.904,0.214,14
CUS107781,86000,0.986,0.241,24
CUS107782,99100,0.977,0.046,19
CUS107783,112000,0.961,0.043,8
CUS107784,129400,0.907,0.071,21
CUS107785,65100,1.0,0.265,19
CUS107786,81200,0.857,0.115,14
CUS107787,122100,0.823,0.062,20
CUS107788,61700,1.0,0.276,18
CUS107789,191700,0.908,0.121,14
CUS107790,54200,0.971,0.078,19
CUS107791,201100,0.853,0.072,19
CUS107792,58000,0.876,0.159,15
CUS107793,91500,0.842,0.081,22
CUS107794,83100,1.0,0.01,21
CUS107795,49600,0.875,0.306,21
CUS107796,119100,0.94,0.041,16
CUS107797,131600,0.828,0.084,15
CUS107798,111200,0.881,0.179,17
CUS107799,79800,0.909,0.06,14
CUS107800,53400,0.84,0.073,17
CUS107801,126600,0.802,0.045,22
CUS107802,99000,0.805,0.188,13
CUS107803,65800,1.0,0.273,22
CUS107804,85900,0.986,0.221,12
CUS107805,44400,0.868,0.069,11
CUS107806,95600,0.858,0.054,15
CUS107807,95300,0.721,0.329,12
CUS107808,86100,0.851,0.092,24
CUS107809,135200,0.941,0.132,14
CUS107810,126800,0.797,0.15,20
CUS107811,91400,0.862,0.488,21
CUS107812,186200,1.0,0.253,14
CUS107813,155300,1.0,0.238,16
CUS107814,129200,0.868,0.077,21
CUS107815,92500,0.921,0.184,23
CUS107816,76700,0.907,0.23,21
CUS107817,66200,0.92,0.16,16
CUS107818,132200,0.839,0.095,15
CUS107819,73900,1.0,0.108,12
CUS107820,57900,0.898,0.13,16
CUS107821,57700,0.839,0.106,11
CUS107822,58200,0.728,0.035,28
CUS107823,207900,0.875,0.127,25
CUS107824,122400,1.0,0.119,17
CUS107825,92900,0.979,0.037,13
CUS107826,122600,0.717,0.101,15
CUS107827,115700,1.0,0.113,15
CUS107828,58100,0.921,0.084,20
CUS107829,46400,0.835,0.1,11
CUS107830,137400,0.848,0.117,8
CUS107831,47200,1.0,0.23,15
CUS107832,90300,1.0,0.208,21
CUS107833,59200,0.983,0.078,12
CUS107834,100700,0.842,0.116,19
CUS107835,91400,0.885,0.331,14
CUS107836,112600,1.0,0.144,21
CUS107837,29800,0.87,0.08,24
CUS107838,151600,0.907,0.125,19
CUS107839,114800,0.921,0.014,15
CUS107840,148900,0.802,0.07,22
CUS107841,131800,0.902,0.054,16
CUS107842,105600,0.918,0.069,25
CUS107843,71500,0.937,0.214,23
CUS107844,110600,0.876,0.185,16
CUS107845,103200,0.884,0.056,13
CUS107846,121600,0.876,0.058,19
CUS107847,115400,0.913,0.368,13
CUS107848,91300,0.898,0.232,10
CUS107849,109200,0.933,0.023,22
CUS107850,129500,0.892,0.025,17
CUS107851,130500,1.0,0.166,25
CUS107852,193800,0.899,0.173,17
CUS107853,101100,0.959,0.135,13
CUS107854,116000,1.0,0.182,23
CUS107855,73200,0.879,0.07,18
CUS107856,74100,0.937,0.098,13
CUS107857,62700,0.772,0.153,20
CUS107858,34000,0.985,0.121,20
CUS107859,63700,0.841,0.094,17
CUS107860,86700,0.914,0.06,16
CUS107861,73800,0.98,0.037,22
CUS107862,100800,0.861,0.289,24
CUS107863,56300,0.94,0.123,17
CUS107864,58200,1.0,0.118,22
CUS107865,36200,1.0,0.021,11
CUS107866,107800,0.984,0.14,16
CUS107867,64900,0.749,0.009,19
CUS107868,62600,0.828,0.216,16
CUS107869,110500,0.867,0.131,17
CUS107870,53500,0.77,0.179,25
CUS107871,93600,0.903,0.042,18
CUS107872,44000,0.874,0.059,22
CUS107873,79800,0.913,0.327,22
CUS107874,62400,0.866,0.067,24
CUS107875,77200,0.96,0.173,18
CUS107876,176800,0.87,0.202,18
CUS107877,47600,0.976,0.099,19
CUS107878,149900,0.986,0.038,19
CUS107879,52500,0.907,0.131,14
CUS107880,141800,0.913,0.147,25
CUS107881,145100,0.982,0.094,16
CUS107882,113000,1.0,0.008,17
CUS107883,51900,0.745,0.033,7
CUS107884,91800,0.809,0.175,18
CUS107885,301200,0.899,0.114,17
CUS107886,87400,0.875,0.217,16
CUS107887,80600,0.833,0.073,27
CUS107888,80600,1.0,0.15,11
CUS107889,103200,1.0,0.082,26
CUS107890,92300,0.83,0.206,22
CUS107891,106300,0.896,0.013,29
CUS107892,85100,0.927,0.334,20
CUS107893,48400,0.954,0.548,23
CUS107894,220300,0.777,0.206,23
CUS107895,86500,0.817,0.069,19
CUS107896,352900,1.0,0.148,20
CUS107897,95000,0.873,0.185,20
CUS107898,112900,0.993,0.164,21
CUS107899,81900,0.86,0.038,17
CUS107900,64100,0.842,0.235,19
CUS107901,84500,0.892,0.067,25
CUS107902,49400,0.933,0.063,21
CUS107903,59500,1.0,0.126,18
CUS107904,171100,0.922,0.217,20
CUS107905,118700,0.969,0.099,19
CUS107906,183200,1.0,0.058,19
CUS107907,162100,0.928,0.125,18
CUS107908,64400,0.977,0.098,19
CUS107909,46200,0.965,0.113,15
CUS107910,71900,0.961,0.086,15
CUS107911,87000,0.916,0.23,18
CUS107912,132100,1.0,0.188,19
CUS107913,85300,0.746,0.063,21
CUS107914,344200,0.808,0.149,17
CUS107915,65000,0.94,0.13,19
CUS107916,108600,1.0,0.071,21
CUS107917,66500,0.866,0.1,18
CUS107918,104600,0.774,0.362,10
CUS107919,74500,0.953,0.008,11
CUS107920,82000,1.0,0.131,20
CUS107921,71500,0.854,0.173,17
CUS107922,75900,0.94,0.387,17
CUS107923,125700,0.851,0.079,23
CUS107924,44300,0.955,0.032,21
CUS107925,78000,0.846,0.189,13
CUS107926,114600,0.966,0.048,16
CUS107927,109600,1.0,0.01,16
CUS107928,203000,1.0,0.175,14
CUS107929,121400,0.786,0.073,19
CUS107930,76600,1.0,0.136,19
CUS107931,63200,0.963,0.11,13
CUS107932,65300,0.976,0.023,13
CUS107933,69300,0.817,0.202,16
CUS107934,95700,0.922,0.153,18
CUS107935,99000,1.0,0.148,20
CUS107936,115800,1.0,0.308,15
CUS107937,108100,0.979,0.096,17
CUS107938,164000,0.922,0.189,6
CUS107939,69200,0.979,0.007,23
CUS107940,207800,0.854,0.124,17
CUS107941,67400,0.949,0.14,23
CUS107942,87900,0.944,0.073,20
CUS107943,76900,1.0,0.143,22
CUS107944,77400,0.953,0.174,18
CUS107945,124200,0.967,0.096,16
CUS107946,44400,1.0,0.017,22
CUS107947,67100,0.82,0.149,20
CUS107948,125200,0.921,0.05,14
CUS107949,91600,0.961,0.271,18
CUS107950,77000,1.0,0.057,18
CUS107951,48000,0.92,0.11,21
CUS107952,75100,0.839,0.077,25
CUS107953,108900,1.0,0.23,19
CUS107954,79500,0.948,0.436,23
CUS107955,150700,0.987,0.136,16
CUS107956,122900,0.896,0.126,20
CUS107957,76700,0.939,0.174,22
CUS107958,67500,1.0,0.118,16
CUS107959,28300,0.91,0.013,19
CUS107960,46100,0.841,0.058,15
CUS107961,49300,0.892,0.036,24
CUS107962,57800,0.906,0.429,24
CUS107963,95000,0.904,0.169,14
CUS107964,104200,0.804,0.082,17
CUS107965,205000,0.89,0.11,18
CUS107966,82700,0.995,0.059,18
CUS107967,35600,0.884,0.157,17
CUS107968,57500,0.778,0.063,26
CUS107969,120000,1.0,0.511,17
CUS107970,75300,1.0,0.117,13
CUS107971,120000,0.87,0.08,15
CUS107972,64100,1.0,0.073,16
CUS107973,139700,1.0,0.477,15
CUS107974,90300,0.805,0.021,21
CUS107975,101000,1.0,0.301,12
CUS107976,96400,0.969,0.118,14
CUS107977,64400,0.852,0.113,17
CUS107978,90000,0.888,0.285,21
CUS107979,104600,0.901,0.034,23
CUS107980,48200,0.946,0.113,21
CUS107981,93700,0.84,0.151,16
CUS107982,154100,0.948,0.009,12
CUS107983,102400,0.86,0.042,10
CUS107984,162200,0.917,0.197,10
CUS107985,95300,0.887,0.062,14
CUS107986,66800,0.785,0.13,24
CUS107987,130300,0.99,0.1,15
CUS107988,54200,1.0,0.115,12
CUS107989,93600,0.932,0.106,19
CUS107990,79800,0.974,0.065,23
CUS107991,70400,0.944,0.07,15
CUS107992,281900,0.952,0.169,17
CUS107993,72300,0.982,0.014,12
CUS107994,198300,0.942,0.138,23
CUS107995,100000,0.861,0.231,19
CUS107996,65500,0.931,0.027,24
CUS107997,73900,0.927,0.011,15
CUS107998,97400,0.849,0.084,14
CUS107999,73800,1.0,0.163,18
CUS108000,77200,0.904,0.146,22
CUS108001,109000,1.0,0.01,17
CUS108002,104000,0.997,0.144,18
CUS108003,108700,0.905,0.024,12
CUS108004,170400,0.826,0.078,16
CUS108005,63400,0.946,0.032,22
CUS108006,149000,0.935,0.18,20
CUS108007,164400,0.961,0.017,11
CUS108008,142100,0.791,0.071,18
CUS108009,33600,0.843,0.182,20
CUS108010,219400,0.922,0.028,20
CUS108011,63000,0.947,0.082,17
CUS108012,33500,0.907,0.148,15
CUS108013,191100,0.868,0.311,12
CUS108014,112400,0.884,0.049,22
CUS108015,100100,0.938,0.043,14
CUS108016,75800,1.0,0.275,23
CUS108017,79700,0.817,0.043,8
CUS108018,76200,0.962,0.162,18
CUS108019,66500,0.953,0.231,16
CUS108020,89900,1.0,0.07,19
CUS108021,88700,1.0,0.236,23
CUS108022,47400,0.963,0.042,23
CUS108023,74300,0.783,0.022,17
CUS108024,40000,0.892,0.19,15
CUS108025,182300,1.0,0.273,10
CUS108026,85800,0.901,0.409,21
CUS108027,49100,0.949,0.09,12
CUS108028,106300,0.96,0.059,16
CUS108029,64100,0.886,0.076,18
CUS108030,87200,1.0,0.032,20
CUS108031,101200,0.889,0.09,16
CUS108032,47600,0.96,0.089,22
CUS108033,209000,0.978,0.064,14
CUS108034,214000,0.815,0.142,16
CUS108035,57800,0.868,0.132,24
CUS108036,50100,1.0,0.07,16
CUS108037,61300,0.869,0.072,19
CUS108038,78900,1.0,0.055,17
CUS108039,117400,0.879,0.066,18
CUS108040,71200,0.914,0.1,22
CUS108041,46000,0.705,0.205,22
CUS108042,98200,0.889,0.043,17
CUS108043,41200,0.812,0.15,14
CUS108044,140900,0.952,0.119,21
CUS108045,110600,0.974,0.128,15
CUS108046,63600,0.81,0.112,19
CUS108047,68000,0.822,0.248,14
CUS108048,98700,0.943,0.345,13
CUS108049,46800,0.884,0.262,17
CUS108050,66300,1.0,0.052,14
CUS108051,79900,0.895,0.004,20
CUS108052,44300,0.892,0.338,11
CUS108053,69000,0.859,0.028,23
CUS108054,63500,0.987,0.004,24
CUS108055,178200,0.927,0.223,14
CUS108056,70600,0.986,0.103,15
CUS108057,57400,0.919,0.026,12
CUS108058,109700,0.934,0.145,27
CUS108059,59600,0.835,0.028,14
CUS108060,47300,0.856,0.09,19
CUS108061,142300,0.898,0.202,13
CUS108062,76300,0.919,0.05,11
CUS108063,130100,0.841,0.165,20
CUS108064,83300,0.816,0.039,9
CUS108065,88500,0.958,0.09,13
CUS108066,111500,0.956,0.11,11
CUS108067,66800,0.971,0.119,19
CUS108068,65300,0.793,0.123,14
CUS108069,169000,0.933,0.13,15
CUS108070,115200,0.825,0.139,13
CUS108071,88900,0.925,0.071,21
CUS108072,102400,0.984,0.155,14
CUS108073,105600,0.852,0.049,26
CUS108074,128000,0.856,0.084,23
CUS108075,57600,0.61,0.062,16
CUS108076,93300,0.839,0.111,20
CUS108077,138800,0.853,0.171,22
CUS108078,154900,0.826,0.116,18
CUS108079,67300,0.843,0.041,21
CUS108080,94700,1.0,0.024,17
CUS108081,97200,0.84,0.084,13
CUS108082,47200,0.905,0.006,15
CUS108083,73300,0.887,0.129,11
CUS108084,38700,0.947,0.156,16
CUS108085,80400,0.859,0.066,16
CUS108086,50300,1.0,0.306,14
CUS108087,99000,0.931,0.1,10
CUS108088,70500,0.983,0.039,16
CUS108089,75000,0.907,0.08,23
CUS108090,165700,0.946,0.366,14
CUS108091,87700,0.95,0.455,16
CUS108092,176400,0.816,0.092,14
CUS108093,110200,0.938,0.132,16
CUS108094,127800,0.93,0.04,16
CUS108095,52800,0.976,0.13,17
CUS108096,57400,0.945,0.156,8
CUS108097,90000,0.782,0.015,19
CUS108098,156600,1.0,0.159,25
CUS108099,82700,0.917,0.022,19
CUS108100,44900,0.882,0.093,23
CUS108101,105400,0.817,0.048,22
CUS108102,99900,0.846,0.013,20
CUS108103,64200,0.953,0.02,22
CUS108104,65200,0.917,0.165,15
CUS108105,47600,0.868,0.062,18
CUS108106,145600,1.0,0.446,20
CUS108107,99600,0.898,0.003,15
CUS108108,89100,0.93,0.146,13
CUS108109,67500,0.816,0.342,18
CUS108110,166100,0.912,0.138,13
CUS108111,105500,0.894,0.4,19
CUS108112,33000,1.0,0.098,17
CUS108113,101100,1.0,0.023,13
CUS108114,77200,0.833,0.126,22
CUS108115,81900,1.0,0.274,14
CUS108116,141300,0.992,0.166,19
CUS108117,94800,0.8,0.088,20
CUS108118,183400,0.962,0.019,15
CUS108119,95400,0.832,0.071,16
CUS108120,74100,1.0,0.121,15
CUS108121,37800,0.858,0.04,13
CUS108122,49000,0.872,0.116,25
CUS108123,79600,0.952,0.091,16
CUS108124,157100,0.893,0.059,27
CUS108125,68200,0.961,0.066,15
CUS108126,167900,0.855,0.138,16
CUS108127,51600,0.833,0.07,23
CUS108128,60300,0.988,0.284,25
CUS108129,158500,0.926,0.082,18
CUS108130,62100,0.953,0.088,25
CUS108131,147000,0.915,0.139,16
CUS108132,54200,0.931,0.012,21
CUS108133,71200,0.945,0.125,21
CUS108134,119200,0.983,0.126,15
CUS108135,57600,0.901,0.036,21
CUS108136,68200,0.966,0.135,14
CUS108137,83600,1.0,0.089,20
CUS108138,79600,0.9,0.262,20
CUS108139,66600,0.793,0.172,20
CUS108140,48500,0.883,0.15,16
CUS108141,180700,0.893,0.296,22
CUS108142,174400,0.911,0.036,25
CUS108143,107100,0.945,0.062,22
CUS108144,70200,1.0,0.007,18
CUS108145,73400,0.859,0.207,18
CUS108146,130300,0.892,0.089,13
CUS108147,148100,0.907,0.19,20
CUS108148,69400,0.907,0.017,24
CUS108149,136900,0.934,0.102,13
CUS108150,104800,0.968,0.026,13
CUS108151,134500,0.794,0.096,28
CUS108152,36600,0.852,0.413,16
CUS108153,67200,0.887,0.045,18
CUS108154,84900,0.845,0.27,11
CUS108155,69000,1.0,0.025,26
CUS108156,215200,0.81,0.107,22
CUS108157,66700,0.788,0.063,23
CUS108158,97600,1.0,0.038,8
CUS108159,104100,0.721,0.389,17
CUS108160,73900,0.832,0.002,15
CUS108161,47300,0.729,0.152,22
CUS108162,232700,0.895,0.036,17
CUS108163,77500,0.972,0.086,18
CUS108164,138300,1.0,0.172,26
CUS108165,94300,0.872,0.053,17
CUS108166,70100,0.922,0.017,20
CUS108167,102300,0.9,0.064,21
CUS108168,109400,1.0,0.067,17
CUS108169,66700,0.846,0.027,23
CUS108170,65000,0.71,0.367,5
CUS108171,102600,1.0,0.113,19
CUS108172,93300,0.956,0.018,18
CUS108173,65400,1.0,0.229,23
CUS108174,54400,0.864,0.075,21
CUS108175,106100,0.733,0.03,16
CUS108176,33500,0.882,0.028,18
CUS108177,70600,0.911,0.157,27
CUS108178,109200,0.882,0.186,21
CUS108179,205500,0.948,0.405,17
CUS108180,83800,0.892,0.061,19
CUS108181,86900,0.881,0.052,19
CUS108182,110000,0.939,0.394,10
CUS108183,69700,0.803,0.11,28
CUS108184,90100,0.892,0.192,21
CUS108185,91300,0.999,0.21,19
CUS108186,110400,0.923,0.153,27
CUS108187,66300,0.863,0.11,14
CUS108188,88300,0.876,0.166,20
CUS108189,39700,0.878,0.23,23
CUS108190,120900,1.0,0.144,28
CUS108191,90200,0.755,0.169,17
CUS108192,207200,1.0,0.03,19
CUS108193,90900,0.781,0.122,13
CUS108194,56500,0.755,0.072,17
CUS108195,53300,0.823,0.057,22
CUS108196,117800,0.854,0.138,8
CUS108197,194500,0.909,0.144,14
CUS108198,186900,0.862,0.116,17
CUS108199,60000,0.915,0.236,29
CUS108200,96800,0.917,0.109,19
CUS108201,165400,0.909,0.151,16
CUS108202,42400,0.94,0.126,20
CUS108203,155800,0.881,0.074,18
CUS108204,61900,0.922,0.211,21
CUS108205,83200,0.939,0.16,21
CUS108206,95000,0.852,0.119,14
CUS108207,134100,0.846,0.051,12
CUS108208,186100,0.92,0.089,16
CUS108209,72900,0.831,0.08,22
CUS108210,63500,0.943,0.105,16
CUS108211,63000,0.91,0.14,17
CUS108212,126300,1.0,0.137,30
CUS108213,130100,0.992,0.027,17
CUS108214,117300,0.914,0.115,25
CUS108215,96400,0.832,0.322,21
CUS108216,106400,1.0,0.031,24
CUS108217,83500,0.976,0.197,14
CUS108218,92700,0.94,0.074,14
CUS108219,108000,0.977,0.002,16
CUS108220,100500,0.87,0.221,15
CUS108221,59300,1.0,0.05,24
CUS108222,146000,0.92,0.062,20
CUS108223,77200,1.0,0.069,21
CUS108224,91900,0.79,0.066,20
CUS108225,52100,0.823,0.266,13
CUS108226,50100,0.861,0.069,18
CUS108227,82600,0.897,0.106,17
CUS108228,57900,0.978,0.065,18
CUS108229,85000,0.992,0.206,17
CUS108230,146300,0.822,0.099,19
CUS108231,93900,0.925,0.235,23
CUS108232,129800,0.933,0.179,20
CUS108233,62400,0.883,0.178,22
CUS108234,110800,0.892,0.075,14
CUS108235,57400,0.98,0.029,17
CUS108236,88100,1.0,0.106,31
CUS108237,100800,0.966,0.224,20
CUS108238,91300,1.0,0.333,15
CUS108239,133900,0.953,0.125,17
CUS108240,135200,0.849,0.01,19
CUS108241,71100,0.732,0.008,13
CUS108242,149300,0.936,0.058,25
CUS108243,109600,0.855,0.04,24
CUS108244,78200,0.814,0.018,11
CUS108245,100200,1.0,0.041,21
CUS108246,82300,1.0,0.011,15
CUS108247,98700,1.0,0.048,11
CUS108248,93600,0.978,0.179,14
CUS108249,104500,0.858,0.144,16
CUS108250,106300,1.0,0.112,22
CUS108251,111600,0.926,0.094,14
CUS108252,96200,1.0,0.194,14
CUS108253,85300,0.998,0.251,20
CUS108254,61300,0.877,0.057,16
CUS108255,48000,0.802,0.051,16
CUS108256,74700,1.0,0.271,16
CUS108257,64100,0.874,0.063,13
CUS108258,179800,0.823,0.55,19
CUS108259,133000,1.0,0.139,17
CUS108260,63000,0.933,0.241,24
CUS108261,99700,0.977,0.153,15
CUS108262,76400,0.824,0.033,16
CUS108263,94800,0.837,0.145,18
CUS108264,69300,0.988,0.143,15
CUS108265,230600,1.0,0.163,22
CUS108266,208100,0.893,0.204,18
CUS108267,75700,0.818,0.028,18
CUS108268,72100,0.841,0.056,25
CUS108269,117300,0.806,0.176,9
CUS108270,53000,0.983,0.061,19
CUS108271,117200,0.911,0.078,16
CUS108272,96500,0.968,0.056,15
CUS108273,46600,0.895,0.21,20
CUS108274,79600,0.796,0.096,24
CUS108275,59300,0.816,0.294,18
CUS108276,95400,0.841,0.05,16
CUS108277,84900,0.95,0.121,16
CUS108278,53200,0.973,0.186,18
CUS108279,68200,0.721,0.012,16
CUS108280,108600,1.0,0.094,13
CUS108281,133700,0.92,0.072,16
CUS108282,69700,0.796,0.048,21
CUS108283,98300,0.998,0.075,21
CUS108284,80800,0.992,0.244,18
CUS108285,94000,0.938,0.055,23
CUS108286,93500,0.839,0.086,13
CUS108287,66800,0.932,0.097,15
CUS108288,92500,0.804,0.017,15
CUS108289,37600,0.87,0.123,12
CUS108290,70900,0.832,0.103,23
CUS108291,161600,0.97,0.066,14
CUS108292,85100,0.921,0.064,12
CUS108293,146800,0.849,0.142,21
CUS108294,80000,0.852,0.042,12
CUS108295,58300,0.948,0.071,12
CUS108296,92900,0.979,0.115,15
CUS108297,105000,0.902,0.142,21
CUS108298,254300,0.973,0.246,20
CUS108299,56400,0.998,0.287,12
CUS108300,91000,0.891,0.077,16
CUS108301,94400,0.772,0.069,17
CUS108302,129700,0.87,0.224,12
CUS108303,118000,0.907,0.137,15
CUS108304,83800,0.958,0.082,18
CUS108305,54700,0.961,0.05,22
CUS108306,92300,0.801,0.092,12
CUS108307,88900,0.967,0.289,7
CUS108308,100000,0.847,0.176,19
CUS108309,76000,0.966,0.128,15
CUS108310,104100,0.985,0.089,20
CUS108311,43600,1.0,0.066,21
CUS108312,54200,0.878,0.001,15
CUS108313,122000,0.854,0.096,12
CUS108314,90900,0.911,0.168,17
CUS108315,110900,0.933,0.181,14
CUS108316,69000,0.953,0.152,18
CUS108317,69600,0.951,0.236,14
CUS108318,74300,0.898,0.091,19
CUS108319,92100,0.992,0.03,16
CUS108320,111400,0.83,0.08,25
CUS108321,70400,1.0,0.105,14
CUS108322,44800,1.0,0.054,15
CUS108323,83400,0.76,0.181,27
CUS108324,99600,0.813,0.04,20
CUS108325,98900,1.0,0.104,19
CUS108326,123900,0.942,0.132,24
CUS108327,144800,0.885,0.219,21
CUS108328,152500,0.958,0.008,12
CUS108329,82900,0.802,0.015,19
CUS108330,72700,0.902,0.38,14
CUS108331,130000,0.775,0.078,15
CUS108332,116900,1.0,0.127,11
CUS108333,76100,1.0,0.024,21
CUS108334,133700,1.0,0.275,21
CUS108335,96100,1.0,0.219,14
CUS108336,151600,0.827,0.069,33
CUS108337,206200,0.955,0.047,12
CUS108338,263700,0.845,0.189,21
CUS108339,80300,0.909,0.026,21
CUS108340,157500,0.829,0.22,21
CUS108341,121800,0.994,0.092,20
CUS108342,133200,0.919,0.085,15
CUS108343,94400,0.895,0.302,15
CUS108344,144700,0.875,0.048,15
CUS108345,47700,0.817,0.023,19
CUS108346,87700,0.922,0.011,27
CUS108347,72400,0.87,0.278,17
CUS108348,67200,1.0,0.011,19
CUS108349,44700,0.771,0.037,13
CUS108350,67900,0.779,0.274,21
CUS108351,77400,0.902,0.028,16
CUS108352,100900,0.853,0.058,22
CUS108353,89700,0.956,0.171,23
CUS108354,138900,0.898,0.097,16
CUS108355,59200,0.955,0.121,20
CUS108356,32100,0.99,0.027,15
CUS108357,107500,0.987,0.168,14
CUS108358,78600,0.926,0.183,19
CUS108359,85500,0.944,0.29,19
CUS108360,67500,0.985,0.197,22
CUS108361,141900,1.0,0.146,15
CUS108362,79500,0.969,0.074,17
CUS108363,61000,1.0,0.149,20
CUS108364,178100,0.896,0.191,17
CUS108365,121900,0.902,0.258,18
CUS108366,82900,0.891,0.021,21
CUS108367,31600,1.0,0.237,13
CUS108368,85200,0.891,0.18,21
CUS108369,93500,0.89,0.442,22
CUS108370,162400,1.0,0.259,22
CUS108371,43100,0.758,0.016,13
CUS108372,158200,0.929,0.054,18
CUS108373,103500,1.0,0.264,17
CUS108374,64000,0.905,0.06,16
CUS108375,129800,0.989,0.109,13
CUS108376,87700,0.835,0.19,25
CUS108377,38500,0.872,0.041,19
CUS108378,76200,1.0,0.125,19
CUS108379,109400,1.0,0.013,17
CUS108380,89200,0.963,0.191,17
CUS108381,115300,0.854,0.046,21
CUS108382,149400,0.79,0.024,18
CUS108383,55000,0.937,0.061,17
CUS108384,76300,0.926,0.121,16
CUS108385,63100,0.771,0.105,10
CUS108386,53500,0.786,0.088,11
CUS108387,82400,0.844,0.262,19
CUS108388,105700,0.88,0.223,12
CUS108389,106700,0.987,0.158,14
CUS108390,72900,1.0,0.062,17
CUS108391,47000,0.98,0.096,13
CUS108392,73800,0.987,0.047,23
CUS108393,32400,1.0,0.121,20
CUS108394,51800,1.0,0.116,12
CUS108395,44200,1.0,0.033,18
CUS108396,122800,0.817,0.358,15
CUS108397,143100,1.0,0.158,19
CUS108398,248400,0.912,0.027,18
CUS108399,111300,0.881,0.169,17
CUS108400,73900,0.902,0.018,19
CUS108401,91100,0.907,0.177,15
CUS108402,72400,0.994,0.088,24
CUS108403,65600,0.829,0.033,21
CUS108404,100400,1.0,0.109,19
CUS108405,92300,1.0,0.14,19
CUS108406,74700,0.959,0.076,12
CUS108407,71700,0.851,0.027,25
CUS108408,120100,0.911,0.219,15
CUS108409,63000,0.847,0.02,20
CUS108410,76100,0.855,0.035,14
CUS108411,105500,0.904,0.202,10
CUS108412,146000,0.924,0.186,20
CUS108413,147100,0.851,0.119,14
CUS108414,84100,0.869,0.134,18
CUS108415,51200,0.901,0.054,16
CUS108416,77000,0.974,0.018,24
CUS108417,96600,0.879,0.081,20
CUS108418,53600,0.893,0.253,9
CUS108419,69700,0.914,0.154,21
CUS108420,166800,1.0,0.052,18
CUS108421,79800,0.968,0.081,14
CUS108422,68200,0.849,0.086,26
CUS108423,87000,0.982,0.147,15
CUS108424,90100,0.963,0.05,14
CUS108425,79600,0.968,0.177,18
CUS108426,131500,0.963,0.177,22
CUS108427,33400,0.929,0.127,15
CUS108428,112000,0.805,0.048,14
CUS108429,63900,0.878,0.006,21
CUS108430,134800,0.772,0.224,24
CUS108431,52500,1.0,0.134,18
CUS108432,153000,0.915,0.125,21
CUS108433,58500,0.983,0.077,12
CUS108434,100700,0.965,0.352,21
CUS108435,65300,1.0,0.172,21
CUS108436,147400,1.0,0.184,16
CUS108437,74800,0.912,0.119,13
CUS108438,63500,0.902,0.083,14
CUS108439,179300,0.906,0.027,23
CUS108440,73400,0.925,0.028,20
CUS108441,110000,0.875,0.086,9
CUS108442,116600,0.902,0.07,20
CUS108443,61600,0.971,0.338,14
CUS108444,103300,0.923,0.011,17
CUS108445,112400,0.879,0.154,18
CUS108446,45800,0.962,0.14,12
CUS108447,97600,1.0,0.064,18
CUS108448,71600,0.89,0.097,19
CUS108449,183600,1.0,0.051,15
CUS108450,130200,0.898,0.014,14
CUS108451,121000,0.926,0.039,15
CUS108452,36400,0.988,0.108,20
CUS108453,93300,0.966,0.298,16
CUS108454,64100,0.978,0.097,22
CUS108455,133600,0.735,0.09,21
CUS108456,87800,0.888,0.13,21
CUS108457,76300,0.753,0.246,24
CUS108458,71600,0.842,0.023,16
CUS108459,75700,0.994,0.165,15
CUS108460,59100,1.0,0.134,23
CUS108461,53800,0.804,0.202,18
CUS108462,76800,0.94,0.358,24
CUS108463,209000,0.989,0.223,23
CUS108464,128800,0.835,0.211,16
CUS108465,129300,0.867,0.094,16
CUS108466,122200,0.928,0.039,18
CUS108467,97200,0.998,0.372,19
CUS108468,67700,0.901,0.209,12
CUS108469,73900,0.927,0.204,18
CUS108470,68600,0.972,0.045,17
CUS108471,125700,1.0,0.149,17
CUS108472,55300,0.872,0.011,15
CUS108473,242800,0.761,0.32,13
CUS108474,49000,0.912,0.078,14
CUS108475,133700,0.869,0.078,11
CUS108476,140700,0.808,0.134,17
CUS108477,113900,0.763,0.071,14
CUS108478,201100,0.966,0.106,18
CUS108479,72200,1.0,0.123,21
CUS108480,100000,1.0,0.109,19
CUS108481,115800,0.915,0.03,15
CUS108482,109200,0.958,0.215,19
CUS108483,37000,0.861,0.228,18
CUS108484,84800,0.839,0.086,16
CUS108485,123000,0.975,0.149,20
CUS108486,78100,1.0,0.087,20
CUS108487,215400,0.994,0.128,20
CUS108488,85900,1.0,0.167,14
CUS108489,122800,0.84,0.013,19
CUS108490,173400,0.948,0.126,15
CUS108491,77500,0.9,0.012,22
CUS108492,181900,0.969,0.03,15
CUS108493,112700,1.0,0.366,18
CUS108494,115600,0.914,0.155,18
CUS108495,58000,0.947,0.004,17
CUS108496,143900,0.994,0.103,17
CUS108497,59900,1.0,0.238,26
CUS108498,89300,0.992,0.114,19
